time,pressure,class
8.413889,68.927845,0
8.497222,69.692438,0
8.580556,70.689312,0
8.663889,71.763613,0
8.747222,72.673381,0
8.830556,72.576597,0
8.913611,72.14107,0
8.996944,71.657151,0
9.080278,71.328085,0
9.163611,71.076447,0
9.246944,70.892558,0
9.330278,70.737704,0
9.413611,70.563493,0
9.496944,70.447352,0
9.580278,68.976237,0
9.663611,67.001846,0
9.746667,67.243806,0
9.83,67.960007,0
9.913333,68.753634,0
9.996667,69.721473,0
10.08,70.747382,0
10.163333,71.511975,0
10.246667,71.279694,0
10.33,70.88288,0
10.413333,70.573171,0
10.496667,70.331212,0
10.58,70.147322,0
10.663056,69.963433,0
10.746389,69.769865,0
10.829722,69.585976,0
10.913056,69.392408,0
10.996389,69.208519,0
11.079722,69.014951,0
11.163056,68.772991,0
11.246389,68.385856,0
11.329722,65.124239,0
11.413056,64.756461,0
11.496111,65.472661,0
11.579444,66.256611,0
11.662778,67.079273,0
11.746111,68.027755,0
11.829444,69.0827,0
11.912778,69.769865,0
11.996111,70.427995,0
12.079444,70.215071,0
12.162778,69.866649,0
12.246111,69.576297,0
12.329167,69.334338,0
12.4125,69.111735,0
12.495833,68.927845,0
12.579167,68.753634,0
12.6625,68.618137,0
12.745833,68.472961,0
12.829167,68.347142,0
12.9125,68.221323,0
12.995833,68.114861,0
13.079167,67.99872,0
13.1625,67.88258,0
13.245556,67.863223,0
13.328889,67.863223,0
13.412222,67.872901,0
13.495556,67.892258,0
13.578889,67.892258,0
13.662222,67.88258,0
13.745556,67.88258,0
13.828889,67.88258,0
13.912222,67.872901,0
13.995556,67.863223,0
14.078611,67.853544,0
14.161944,67.834188,0
14.245278,67.814831,0
14.328611,67.805153,0
14.411944,67.785796,0
14.495278,67.766439,0
14.578611,67.737404,0
14.661944,67.708369,0
14.745278,67.669655,0
14.828611,67.650298,0
14.911667,67.611585,0
14.995,67.592228,0
15.078333,67.563193,0
15.161667,67.534158,0
15.245,67.495444,0
15.328333,67.466409,0
15.411667,67.418017,0
15.495,67.369625,0
15.578333,67.321233,0
15.661667,67.28252,0
15.745,67.243806,0
15.828056,67.185736,0
15.911389,67.079273,0
15.994722,66.98249,0
16.078056,66.885706,0
16.161389,66.808279,0
16.244722,66.721173,0
16.328056,66.653424,0
16.411389,66.585676,0
16.494722,66.527605,0
16.578056,66.450178,0
16.661111,66.401786,0
16.744444,66.353394,0
16.827778,66.295324,0
16.911111,66.246932,0
16.994444,66.19854,0
17.077778,66.14047,0
17.161111,66.101756,0
17.244444,66.101756,0
17.327778,66.0824,0
17.411111,66.034008,0
17.494167,65.985616,0
17.5775,65.937224,0
17.660833,65.888832,0
17.744167,65.850118,0
17.8275,65.830762,0
17.910833,65.78237,0
17.994167,65.743656,0
18.0775,65.724299,0
18.160833,65.695264,0
18.244167,65.666229,0
18.3275,65.627515,0
18.410556,65.608159,0
18.493889,65.569445,0
18.577222,65.54041,0
18.660556,65.521053,0
18.743889,65.48234,0
18.827222,65.453304,0
18.910556,65.424269,0
18.993889,65.395234,0
19.077222,65.375877,0
19.160556,65.346842,0
19.243611,65.327485,0
19.326944,65.308129,0
19.410278,65.269415,0
19.493611,65.24038,0
19.576944,65.211345,0
19.660278,65.18231,0
19.743611,65.153274,0
19.826944,65.124239,0
19.910278,65.104883,0
19.993611,65.066169,0
20.076667,65.056491,0
20.16,65.027455,0
20.243333,64.99842,0
20.326667,64.969385,0
20.41,64.94035,0
20.493333,64.911315,0
20.576667,64.891958,0
20.66,64.872601,0
20.743333,64.843566,0
20.826667,64.824209,0
20.91,64.804852,0
20.993056,64.775817,0
21.076389,64.756461,0
21.159722,64.737104,0
21.243056,64.69839,0
21.326389,64.669355,0
21.409722,64.649998,0
21.493056,64.630642,0
21.576389,64.601606,0
21.659722,64.58225,0
21.743056,64.553214,0
21.826111,64.533858,0
21.909444,64.514501,0
21.992778,64.495144,0
22.076111,64.475787,0
22.159444,64.456431,0
22.242778,64.427395,0
22.326111,64.417717,0
22.409444,64.388682,0
22.492778,64.359647,0
22.576111,64.34029,0
22.659167,64.320933,0
22.7425,64.301576,0
22.825833,64.28222,0
22.909167,64.253184,0
22.9925,64.233828,0
23.075833,64.224149,0
23.159167,64.195114,0
23.2425,64.175757,0
23.325833,64.156401,0
23.409167,64.137044,0
23.4925,64.127365,0
23.575556,64.108009,0
23.658889,64.088652,0
23.742222,64.059617,0
23.825556,64.04026,0
23.908889,64.030582,0
23.992222,64.011225,0
24.075556,63.991868,0
24.158889,63.98219,0
24.242222,63.962833,0
24.325556,63.943476,0
24.408611,63.933798,0
24.491944,63.914441,0
24.575278,63.895084,0
24.658611,63.875727,0
24.741944,63.866049,0
24.825278,63.837014,0
24.908611,63.827335,0
24.991944,63.807979,0
25.075278,63.788622,0
25.158611,63.759587,0
25.241667,63.749908,0
25.325,63.730552,0
25.408333,63.701516,0
25.491667,63.691838,0
25.575,63.672481,0
25.658333,63.662803,0
25.741667,63.633768,0
25.825,63.614411,0
25.908333,63.595054,0
25.991667,63.585376,0
26.075,63.556341,0
26.158056,63.546662,0
26.241389,63.527305,0
26.324722,63.507949,0
26.408056,63.488592,0
26.491389,63.459557,0
26.574722,63.449878,0
26.658056,63.430522,0
26.741389,63.411165,0
26.824722,63.401486,0
26.908056,63.38213,0
26.991111,63.362773,0
27.074444,63.353094,0
27.157778,63.343416,0
27.241111,63.324059,0
27.324444,63.324059,0
27.407778,63.304702,0
27.491111,63.275667,0
27.574444,63.275667,0
27.657778,63.256311,0
27.741111,63.246632,0
27.824167,63.227275,0
27.9075,63.217597,0
27.990833,63.19824,0
28.074167,63.188562,0
28.1575,63.159527,0
28.240833,63.149848,0
28.324167,63.130492,0
28.4075,63.120813,0
28.490833,63.111135,0
28.574167,63.091778,0
28.6575,63.0821,0
28.740556,63.062743,0
28.823889,63.053064,0
28.907222,63.033708,0
28.990556,63.024029,0
29.073889,63.014351,0
29.157222,63.004672,0
29.240556,62.994994,0
29.323889,62.975637,0
29.407222,62.965959,0
29.490556,62.946602,0
29.573611,62.936924,0
29.656944,62.927245,0
29.740278,62.907889,0
29.823611,62.907889,0
29.906944,62.89821,0
29.990278,62.878853,0
30.073611,62.878853,0
30.156944,62.849818,0
30.240278,62.830462,0
30.323611,62.811105,0
30.406667,62.801426,0
30.49,62.791748,0
30.573333,62.78207,0
30.656667,62.762713,0
30.74,62.762713,0
30.823333,62.743356,0
30.906667,62.733678,0
30.99,62.723999,0
31.073333,62.714321,0
31.156667,62.704642,0
31.24,62.685286,0
31.323056,62.675607,0
31.406389,62.665929,0
31.489722,62.656251,0
31.573056,62.646572,0
31.656389,62.636894,0
31.739722,62.627215,0
31.823056,62.607859,0
31.906389,62.607859,0
31.989722,62.54011,0
32.073056,62.578823,0
32.156111,62.617537,0
32.239444,62.704642,0
32.322778,62.801426,0
32.406111,62.946602,0
32.489444,63.062743,0
32.572778,63.159527,0
32.656111,63.236954,0
32.739444,63.304702,0
32.822778,63.353094,0
32.906111,63.391808,0
32.989167,63.430522,0
33.0725,63.478913,0
33.155833,63.507949,0
33.239167,63.536984,0
33.3225,63.546662,0
33.405833,63.566019,0
33.489167,63.585376,0
33.5725,63.604732,0
33.655833,63.624089,0
33.739167,63.643446,0
33.8225,63.662803,0
33.905556,63.672481,0
33.988889,63.691838,0
34.072222,63.701516,0
34.155556,63.711195,0
34.238889,63.720873,0
34.322222,63.720873,0
34.405556,63.730552,0
34.488889,63.74023,0
34.572222,63.730552,0
34.655556,63.720873,0
34.738611,63.720873,0
34.821944,63.711195,0
34.905278,63.711195,0
34.988611,63.720873,0
35.071944,63.711195,0
35.155278,63.711195,0
35.238611,63.711195,0
35.321944,63.759587,0
35.405278,63.759587,0
35.488611,63.74023,0
35.571944,63.730552,0
35.655,63.720873,0
35.738333,63.711195,0
35.821667,63.701516,0
35.905,63.691838,0
35.988333,63.68216,0
36.071667,63.672481,0
36.155,63.653124,0
36.238333,63.643446,0
36.321667,63.624089,0
36.405,63.595054,0
36.488056,63.595054,0
36.571389,63.575697,0
36.654722,63.566019,0
36.738056,63.536984,0
36.821389,63.527305,0
36.904722,63.507949,0
36.988056,63.488592,0
37.071389,63.459557,0
37.154722,63.4402,0
37.238056,63.420843,0
37.321111,63.401486,0
37.404444,63.372451,0
37.487778,63.362773,0
37.571111,63.343416,0
37.654444,63.333738,0
37.737778,63.304702,0
37.821111,63.275667,0
37.904444,63.265989,0
37.987778,63.246632,0
38.071111,63.217597,0
38.154444,63.207919,0
38.2375,63.188562,0
38.320833,63.14017,0
38.404167,63.120813,0
38.4875,63.091778,0
38.570833,63.0821,0
38.654167,63.072421,0
38.7375,63.043386,0
38.820833,63.024029,0
38.904167,62.994994,0
38.9875,62.985316,0
39.070556,62.956281,0
39.153889,62.927245,0
39.237222,62.89821,0
39.320556,62.878853,0
39.403889,62.849818,0
39.487222,62.830462,0
39.570556,62.820783,0
39.653889,62.791748,0
39.737222,62.78207,0
39.820556,62.762713,0
39.903611,62.762713,0
39.986944,62.753034,0
40.070278,62.733678,0
40.153611,62.723999,0
40.236944,62.714321,0
40.320278,62.704642,0
40.403611,62.694964,0
40.486944,62.675607,0
40.570278,62.675607,0
40.653611,62.656251,0
40.736944,62.656251,0
40.82,62.646572,0
40.903333,62.646572,0
40.986667,62.617537,0
41.07,62.617537,0
41.153333,62.607859,0
41.236667,62.607859,0
41.32,62.588502,0
41.403333,62.549788,0
41.486667,62.54011,0
41.57,62.549788,0
41.653056,62.530432,0
41.736389,62.511075,0
41.819722,62.511075,0
41.903056,62.501396,0
41.986389,62.48204,0
42.069722,62.472361,0
42.153056,62.453004,0
42.236389,62.443326,0
42.319722,62.433648,0
42.403056,62.423969,0
42.486111,62.404612,0
42.569444,62.394934,0
42.652778,62.385256,0
42.736111,62.375577,0
42.819444,62.365899,0
42.902778,62.356221,0
42.986111,62.346542,0
43.069444,62.336864,0
43.152778,62.327185,0
43.236111,62.317507,0
43.319444,62.307829,0
43.4025,62.307829,0
43.485833,62.288472,0
43.569167,62.278793,0
43.6525,62.259437,0
43.735833,62.249758,0
43.819167,62.249758,0
43.9025,62.230402,0
43.985833,62.220723,0
44.069167,62.220723,0
44.1525,62.211045,0
44.235556,62.201366,0
44.318889,62.201366,0
44.402222,62.201366,0
44.485556,62.191688,0
44.568889,62.162653,0
44.652222,62.152974,0
44.735556,62.143296,0
44.818889,62.123939,0
44.902222,62.114261,0
44.985556,62.104582,0
45.068611,62.104582,0
45.151944,62.104582,0
45.235278,62.085226,0
45.318611,62.085226,0
45.401944,62.075547,0
45.485278,62.065869,0
45.568611,62.056191,0
45.651944,62.046512,0
45.735278,62.036834,0
45.818611,62.036834,0
45.901944,62.027155,0
45.985,62.017477,0
46.068333,62.017477,0
46.151667,62.007799,0
46.235,61.988442,0
46.318333,61.988442,0
46.401667,61.959407,0
46.485,61.959407,0
46.568333,61.959407,0
46.651667,61.94005,0
46.735,61.94005,0
46.818056,61.94005,0
46.901389,61.930372,0
46.984722,61.930372,0
47.068056,61.920693,0
47.151389,61.911015,0
47.234722,61.901336,0
47.318056,61.891658,0
47.401389,61.88198,0
47.484722,61.872301,0
47.568056,61.872301,0
47.651111,61.872301,0
47.734444,61.872301,0
47.817778,61.862623,0
47.901111,61.862623,0
47.984444,61.852944,0
48.067778,61.843266,0
48.151111,61.833588,0
48.234444,61.833588,0
48.317778,61.823909,0
48.401111,61.823909,0
48.484444,61.823909,0
48.5675,61.814231,0
48.650833,61.804552,0
48.734167,61.804552,0
48.8175,61.794874,0
48.900833,61.794874,0
48.984167,61.785196,0
49.0675,61.775517,0
49.150833,61.765839,0
49.234167,61.746482,0
49.3175,61.756161,0
49.400556,61.746482,0
49.483889,61.746482,0
49.567222,61.736804,0
49.650556,61.727125,0
49.733889,61.717447,0
49.817222,61.717447,0
49.900556,61.707769,0
49.983889,61.707769,0
50.067222,61.69809,0
50.150556,61.69809,0
50.233611,61.688412,0
50.316944,61.688412,0
50.400278,61.678733,0
50.483611,61.669055,0
50.566944,61.669055,0
50.650278,61.64002,0
50.733611,61.64002,0
50.816944,61.64002,0
50.900278,61.630341,0
50.983611,61.630341,0
51.066944,61.610985,0
51.15,61.620663,0
51.233333,61.610985,0
51.316667,61.610985,0
51.4,61.601306,0
51.483333,61.591628,0
51.566667,61.591628,0
51.65,61.591628,0
51.733333,61.58195,0
51.816667,61.58195,0
51.9,61.572271,0
51.983056,61.562593,0
52.066389,61.552914,0
52.149722,61.552914,0
52.233056,61.552914,0
52.316389,61.543236,0
52.399722,61.533558,0
52.483056,61.533558,0
52.566389,61.533558,0
52.649722,61.514201,0
52.733056,61.514201,0
52.816111,61.514201,0
52.899444,61.504522,0
52.982778,61.494844,0
53.066111,61.494844,0
53.149444,61.485166,0
53.232778,61.485166,0
53.316111,61.475487,0
53.399444,61.475487,0
53.482778,61.456131,0
53.566111,61.465809,0
53.649444,61.456131,0
53.7325,61.446452,0
53.815833,61.436774,0
53.899167,61.436774,0
53.9825,61.427095,0
54.065833,61.427095,0
54.149167,61.427095,0
54.2325,61.427095,0
54.315833,61.407739,0
54.399167,61.39806,0
54.4825,61.39806,0
54.565556,61.388382,0
54.648889,61.388382,0
54.732222,61.388382,0
54.815556,61.378703,0
54.898889,61.378703,0
54.982222,61.369025,0
55.065556,61.349668,0
55.148889,61.349668,0
55.232222,61.349668,0
55.315556,61.33999,0
55.398611,61.33999,0
55.481944,61.330311,0
55.565278,61.320633,0
55.648611,61.320633,0
55.731944,61.310955,0
55.815278,61.310955,0
55.898611,61.301276,0
55.981944,61.291598,0
56.065278,61.301276,0
56.148611,61.291598,0
56.231944,61.28192,0
56.315,61.28192,0
56.398333,61.272241,0
56.481667,61.262563,0
56.565,61.262563,0
56.648333,61.252884,0
56.731667,61.262563,0
56.815,61.252884,0
56.898333,61.243206,0
56.981667,61.233528,0
57.065,61.223849,0
57.148056,61.214171,0
57.231389,61.204492,0
57.314722,61.204492,0
57.398056,61.194814,0
57.481389,61.185136,0
57.564722,61.165779,0
57.648056,61.165779,0
57.731389,61.156101,0
57.814722,61.146422,0
57.898056,61.136744,0
57.981111,61.136744,0
58.064444,61.136744,0
58.147778,61.127065,0
58.231111,61.117387,0
58.314444,61.107709,0
58.397778,61.107709,0
58.481111,61.09803,0
58.564444,61.09803,0
58.647778,61.088352,0
58.731111,61.068995,0
58.814444,61.049638,0
58.8975,61.049638,0
58.980833,61.030281,0
59.064167,61.010925,0
59.1475,61.001246,0
59.230833,60.991568,0
59.314167,60.972211,0
59.3975,60.962533,0
59.480833,60.933498,0
59.564167,60.904462,0
59.6475,60.885106,0
59.730556,60.875427,0
59.813889,60.846392,0
59.897222,60.827035,0
59.980556,60.807679,0
60.063889,60.788322,0
60.147222,60.778643,0
60.230556,60.749608,0
60.313889,60.720573,0
60.397222,60.701216,0
60.480556,60.672181,0
60.563611,60.643146,0
60.646944,60.633468,0
60.730278,60.614111,0
60.813611,60.604432,0
60.896944,60.585076,0
60.980278,60.575397,0
61.063611,60.565719,0
61.146944,60.546362,0
61.230278,60.536684,0
61.313611,60.527005,0
61.396944,60.517327,0
61.48,60.507649,0
61.563333,60.49797,0
61.646667,60.507649,0
61.73,60.49797,0
61.813333,60.488292,0
61.896667,60.488292,0
61.98,60.478613,0
62.063333,60.449578,0
62.146667,60.449578,0
62.23,60.4399,0
62.313056,60.4399,0
62.396389,60.430221,0
62.479722,60.430221,0
62.563056,60.410865,0
62.646389,60.410865,0
62.729722,60.410865,0
62.813056,60.410865,0
62.896389,60.38183,0
62.979722,60.391508,0
63.063056,60.391508,0
63.146111,60.38183,0
63.229444,60.372151,0
63.312778,60.372151,0
63.396111,60.362473,0
63.479444,60.362473,0
63.562778,60.352794,0
63.646111,60.352794,0
63.729444,60.343116,0
63.812778,60.343116,0
63.896111,60.343116,0
63.979444,60.323759,0
64.0625,60.323759,0
64.145833,60.323759,0
64.229167,60.304402,0
64.3125,60.304402,0
64.395833,60.294724,0
64.479167,60.294724,0
64.5625,60.294724,0
64.645833,60.285046,0
64.729167,60.275367,0
64.8125,60.275367,0
64.895556,60.275367,0
64.978889,60.265689,0
65.062222,60.256011,0
65.145556,60.256011,0
65.228889,60.256011,0
65.312222,60.236654,0
65.395556,60.236654,0
65.478889,60.226975,0
65.562222,60.226975,0
65.645556,60.226975,0
65.728611,60.226975,0
65.811944,60.226975,0
65.895278,60.226975,0
65.978611,60.207619,0
66.061944,60.217297,0
66.145278,60.207619,0
66.228611,60.207619,0
66.311944,60.19794,0
66.395278,60.188262,0
66.478611,60.178583,0
66.561667,60.168905,0
66.645,60.178583,0
66.728333,60.178583,0
66.811667,60.168905,0
66.895,60.13987,0
66.978333,60.13987,0
67.061667,60.130191,0
67.145,60.120513,0
67.228333,60.120513,0
67.311667,60.110835,0
67.395,60.101156,0
67.478056,60.101156,0
67.561389,60.101156,0
67.644722,60.091478,0
67.728056,60.091478,0
67.811389,60.0818,0
67.894722,60.0818,0
67.978056,60.0818,0
68.061389,60.0818,0
68.144722,60.062443,0
68.228056,60.072121,0
68.311111,60.052764,0
68.394444,60.052764,0
68.477778,60.043086,0
68.561111,60.033408,0
68.644444,60.033408,0
68.727778,60.023729,0
68.811111,60.023729,0
68.894444,60.014051,0
68.977778,60.014051,0
69.061111,60.004372,0
69.144444,60.004372,0
69.2275,59.994694,0
69.310833,59.994694,0
69.394167,59.985016,0
69.4775,59.994694,0
69.560833,59.994694,0
69.644167,59.994694,0
69.7275,59.975337,0
69.810833,59.965659,0
69.894167,59.965659,0
69.9775,59.955981,0
70.060556,59.955981,0
70.143889,59.955981,0
70.227222,59.946302,0
70.310556,59.936624,0
70.393889,59.936624,0
70.477222,59.926945,0
70.560556,59.926945,0
70.643889,59.917267,0
70.727222,59.907589,0
70.810556,59.907589,0
70.893611,59.907589,0
70.976944,59.89791,0
71.060278,59.888232,0
71.143611,59.878553,0
71.226944,59.878553,0
71.310278,59.868875,0
71.393611,59.868875,0
71.476944,59.849518,0
71.560278,59.83984,0
71.643611,59.849518,0
71.726944,59.83984,0
71.81,59.849518,0
71.893333,59.849518,0
71.976667,59.820483,0
72.06,59.820483,0
72.143333,59.820483,0
72.226667,59.810805,0
72.31,59.801126,0
72.393333,59.801126,0
72.476667,59.791448,0
72.56,59.78177,0
72.643056,59.78177,0
72.726389,59.78177,0
72.809722,59.78177,0
72.893056,59.772091,0
72.976389,59.762413,0
73.059722,59.762413,0
73.143056,59.762413,0
73.226389,59.762413,0
73.309722,59.743056,0
73.393056,59.743056,0
73.476111,59.743056,0
73.559444,59.733378,0
73.642778,59.733378,0
73.726111,59.723699,0
73.809444,59.723699,0
73.892778,59.723699,0
73.976111,59.714021,0
74.059444,59.704342,0
74.142778,59.704342,0
74.226111,59.704342,0
74.309444,59.694664,0
74.3925,59.694664,0
74.475833,59.684986,0
74.559167,59.675307,0
74.6425,59.675307,0
74.725833,59.675307,0
74.809167,59.665629,0
74.8925,59.665629,0
74.975833,59.675307,0
75.059167,59.675307,0
75.1425,59.675307,0
75.225556,59.655951,0
75.308889,59.655951,0
75.392222,59.655951,0
75.475556,59.655951,0
75.558889,59.655951,0
75.642222,59.646272,0
75.725556,59.636594,0
75.808889,59.636594,0
75.892222,59.636594,0
75.975556,59.626915,0
76.058611,59.626915,0
76.141944,59.617237,0
76.225278,59.617237,0
76.308611,59.607559,0
76.391944,59.607559,0
76.475278,59.607559,0
76.558611,59.607559,0
76.641944,59.59788,0
76.725278,59.59788,0
76.808611,59.588202,0
76.891944,59.588202,0
76.975,59.588202,0
77.058333,59.588202,0
77.141667,59.578523,0
77.225,59.568845,0
77.308333,59.549488,0
77.391667,59.568845,0
77.475,59.53981,0
77.558333,59.53981,0
77.641667,59.53981,0
77.725,59.53981,0
77.808056,59.53981,0
77.891389,59.53981,0
77.974722,59.530131,0
78.058056,59.520453,0
78.141389,59.520453,0
78.224722,59.520453,0
78.308056,59.510775,0
78.391389,59.510775,0
78.474722,59.501096,0
78.558056,59.501096,0
78.641111,59.501096,0
78.724444,59.510775,0
78.807778,59.510775,0
78.891111,59.501096,0
78.974444,59.501096,0
79.057778,59.491418,0
79.141111,59.48174,0
79.224444,59.48174,0
79.307778,59.472061,0
79.391111,59.48174,0
79.474444,59.462383,0
79.5575,59.472061,0
79.640833,59.472061,0
79.724167,59.443026,0
79.8075,59.452704,0
79.890833,59.443026,0
79.974167,59.443026,0
80.0575,59.433348,0
80.140833,59.423669,0
80.224167,59.423669,0
80.3075,59.423669,0
80.390556,59.413991,0
80.473889,59.423669,0
80.557222,59.413991,0
80.640556,59.404312,0
80.723889,59.404312,0
80.807222,59.404312,0
80.890556,59.394634,0
80.973889,59.394634,0
81.057222,59.384956,0
81.140556,59.375277,0
81.223611,59.384956,0
81.306944,59.375277,0
81.390278,59.355921,0
81.473611,59.365599,0
81.556944,59.365599,0
81.640278,59.355921,0
81.723611,59.355921,0
81.806944,59.355921,0
81.890278,59.346242,0
81.973611,59.346242,0
82.056944,59.346242,0
82.14,59.346242,0
82.223333,59.336564,0
82.306667,59.336564,0
82.39,59.317207,0
82.473333,59.317207,0
82.556667,59.29785,0
82.64,59.288172,0
82.723333,59.288172,0
82.806667,59.278493,0
82.89,59.268815,0
82.973056,59.268815,0
83.056389,59.268815,0
83.139722,59.23978,0
83.223056,59.249458,0
83.306389,59.23978,0
83.389722,59.230101,0
83.473056,59.230101,0
83.556389,59.230101,0
83.639722,59.220423,0
83.723056,59.220423,0
83.806111,59.220423,0
83.889444,59.230101,0
83.972778,59.201066,0
84.056111,59.210745,0
84.139444,59.201066,0
84.222778,59.201066,0
84.306111,59.191388,0
84.389444,59.191388,0
84.472778,59.191388,0
84.556111,59.191388,0
84.639444,59.172031,0
84.7225,59.172031,0
84.805833,59.18171,0
84.889167,59.172031,0
84.9725,59.172031,0
85.055833,59.162353,0
85.139167,59.162353,0
85.2225,59.162353,0
85.305833,59.162353,0
85.389167,59.162353,0
85.4725,59.142996,0
85.555556,59.142996,0
85.638889,59.152674,0
85.722222,59.152674,0
85.805556,59.152674,0
85.888889,59.133318,0
85.972222,59.133318,0
86.055556,59.133318,0
86.138889,59.123639,0
86.222222,59.133318,0
86.305556,59.123639,0
86.388611,59.113961,0
86.471944,59.113961,0
86.555278,59.113961,0
86.638611,59.104282,0
86.721944,59.094604,0
86.805278,59.084926,0
86.888611,59.084926,0
86.971944,59.084926,0
87.055278,59.075247,0
87.138611,59.055891,0
87.221944,59.055891,0
87.305,59.046212,0
87.388333,59.055891,0
87.471667,59.017177,0
87.555,59.007499,0
87.638333,58.988142,0
87.721667,58.978463,0
87.805,58.959107,0
87.888333,58.93975,0
87.971667,58.930071,0
88.055,58.910715,0
88.138056,58.901036,0
88.221389,58.872001,0
88.304722,58.852644,0
88.388056,58.833288,0
88.471389,58.813931,0
88.554722,58.794574,0
88.638056,58.765539,0
88.721389,58.746182,0
88.804722,58.726825,0
88.888056,58.717147,0
88.971111,58.707469,0
89.054444,58.69779,0
89.137778,58.678433,0
89.221111,58.668755,0
89.304444,58.552614,0
89.387778,58.359047,0
89.471111,58.368725,0
89.554444,58.368725,0
89.637778,58.446152,0
89.721111,58.484866,0
89.804444,58.523579,0
89.8875,58.533258,0
89.970833,58.504222,0
90.054167,58.688112,0
90.1375,58.978463,0
90.220833,59.201066,0
90.304167,59.29785,0
90.3875,59.230101,0
90.470833,59.133318,0
90.554167,59.017177,0
90.6375,58.920393,0
90.720556,58.920393,0
90.803889,58.959107,0
90.887222,59.007499,0
90.970556,58.988142,0
91.053889,58.930071,0
91.137222,58.920393,0
91.220556,58.891358,0
91.303889,58.88168,0
91.387222,58.901036,0
91.470556,58.901036,0
91.553611,58.891358,0
91.636944,58.872001,0
91.720278,58.852644,0
91.803611,58.862323,0
91.886944,58.872001,0
91.970278,58.872001,0
92.053611,58.88168,0
92.136944,58.901036,0
92.220278,58.891358,0
92.303611,58.88168,0
92.386944,58.88168,0
92.47,58.872001,0
92.553333,58.872001,0
92.636667,58.872001,0
92.72,58.842966,0
92.803333,58.842966,0
92.886667,58.862323,0
92.97,58.862323,0
93.053333,58.862323,0
93.136667,58.852644,0
93.22,58.872001,0
93.303056,58.930071,0
93.386389,58.988142,0
93.469722,59.007499,0
93.553056,59.026855,0
93.636389,58.99782,0
93.719722,58.920393,0
93.803056,58.910715,0
93.886389,59.18171,0
93.969722,59.346242,0
94.053056,59.326885,0
94.136111,59.249458,0
94.219444,59.104282,0
94.302778,59.094604,0
94.386111,59.104282,0
94.469444,59.18171,0
94.552778,59.346242,0
94.636111,59.413991,0
94.719444,59.433348,0
94.802778,59.326885,0
94.886111,59.201066,0
94.969444,59.133318,0
95.0525,59.113961,0
95.135833,59.191388,0
95.219167,59.210745,0
95.3025,59.191388,0
95.385833,59.191388,0
95.469167,59.336564,0
95.5525,59.346242,0
95.635833,59.326885,0
95.719167,59.249458,0
95.8025,59.123639,0
95.885556,59.094604,0
95.968889,59.152674,0
96.052222,59.336564,0
96.135556,59.375277,0
96.218889,59.278493,0
96.302222,59.365599,0
96.385556,59.413991,0
96.468889,59.336564,0
96.552222,59.336564,0
96.635556,59.29785,0
96.718611,59.18171,0
96.801944,59.133318,0
96.885278,59.084926,0
96.968611,59.075247,0
97.051944,59.152674,0
97.135278,59.075247,0
97.218611,59.055891,0
97.301944,59.046212,0
97.385278,59.084926,0
97.468611,59.113961,0
